Row Labels,Sum of Total Available Quantity
BOWDT138IL51-666CR-D36,3
BOWDT138IL52-663A-A305,52
BOWDT138IL52-663BJ-D112,200
BOWDT138IL52-664A-D24,0
BOWDT138IL52-664F-D24,27
BOWDT138IL52-666A,2
BOWDT138IL52-666BG-D25,74
BOWDT138IL52-666BX-D118,1
BOWDT138IL52-666CE-D101,1
BOWDT138IL52-666CV-D115,0
BOWDT138IL52-666CX-D123,16
BOWDT138IL52-666DA-D105,5
BOWDT138IL52-666DG-D53,4
BOWDT138L-FW0003-W01,92
BOWDT138L-FW0003-W40,31
BOWDT138LL47-666CL-D4,1
BOWDT138LL47-666-CTP,0
BOWDT138LL50-666CB,36
BOWDT138LL50-666CV,84
BOWDT138LL51-666CG,0
BOWDT138LL51-666CG-D32,0
BOWDT138LL51-666CG-D37,15
BOWDT138LL51-666CR-D35,0
BOWDT138LL51-666CX,0
BOWDT138LL51-666DG,2
BOWDT138R-FW0001-W01,53
BOWDT138R-FW0001-W08,50
BOWDT138R-FW0003-W105,74
BOWDT138R-FW0003-W334,37
BOWDT138RL49-663A,47
BOWDT138RL49-663C,32
BOWDT138RL52-666BE-D42,14
BOWDT138RL52-666CA-D111,25
BOWDT138RL52-666CG-D37,39
BOWDT138RL52-666CX,24
BOWDT138RL52-666CX-D103,43
BOWDT138S-6134A,116
BOWDT138S-FW0010-W05,88
BOWDT138S-FW0010-W32,123
BOWDT138SL49-599B,80
BOWDT138SL49-599E,37
BOWDT138SL53-599C,44
BOWDT138SL53-6134B,23
BOWDT138SL53-6134C,54
BOWDT138X-FW0001-W01,391
BOWDT138X-FW0001-W08,388
BOWDT138X-FW0002-W01,10
BOWDT138X-FW0002-W135,32
BOWDT138X-FW0002-W208,93
BOWDT138X-FW0002-W210,92
BOWDT138X-FW0002-W213,448
BOWDT138X-FW0002-W86,95
BOWDT138X-FW0003-W05,117
BOWDT138X-FW0003-W38,106
BOWDT138X-FW0003-W40,25
BOWDT138X-FW0003-W55,3
BOWDT138X-FW0003-W60,93
BOWDT138XL45-663C,121
BOWDT138XL45-666A,0
BOWDT138XL45-666C,0
BOWDT138XL49-664CZ,4
BOWDT138XL49-666EJ,0
BOWDT138XL49-666EL-D6,0
BOWDT138XL50-663CM,16
BOWDT138XL50-666CN-D31,16
BOWDT138XL50-666CR-D16,31
BOWDT138XL50-666DV-D24,12
BOWDT138XL51-666CR-D34,40
BOWDT138XL52-663BE-D85,31
BOWDT138XL52-664A-D24,1
BOWDT138XL52-664A-D37,0
BOWDT138XL52-664F-D24,1
BOWDT138XL52-664F-D37,48
BOWDT138XL52-666BX-D142,1
BOWDT138XL52-666CJ-D117,5
BOWDT138XL52-666CK-D143,1
BOWDT138XL52-666CV-D119,0
BOWDT138XL54-663CJ,0
BOWDT138Z-666-CTP,3
BOWDT138Z-FW0001-W01,192
BOWDT138Z-FW0001-W08,58
BOWDT138Z-FW0002-W01,29
BOWDT138Z-FW0002-W06,21
BOWDT138Z-FW0002-W208,49
BOWDT138Z-FW0002-W212,39
BOWDT138Z-FW0002-W213,34
BOWDT138Z-FW0002-W216,64
BOWDT138Z-FW0002-W81,54
BOWDT138ZL50-663C,47
BOWDT138ZL52-663CA-D106,3
BOWDT138ZL52-663CN,43
BOWDT138ZL52-666BA-D113,135
BOWDT138ZL52-666CG-D9,19
BOWDT138ZL52-666CJ-D121,5
BOWDT138ZL52-666CN-D12,15
BOWDT138ZL52-666CN-D31,6
BOWDT138ZL52-666DV,4
BOWDT139LL45-663A,0
BOWDT139LL45-666C,1
BOWDT139LL46-664A,0
BOWDT139LL46-664F,0
BOWDT139LL46-666A,0
BOWDT139XL47-663A,73
BOWDT139XL47-663C,0
BOWDT139XL47-663-CTP,0
BOWDT139XL47-664A,62
BOWDT139XL47-664F,9
BOWDT139XL47-666A,1
BOWDT139XL47-666C,45
BOWDT139XL49-664DG,13
BOWDT139XL49-664DH,2
BOWDT139XL49-666BX,1
BOWDT139XL49-666CB,0
BOWDT139XL49-666CV,17
BOWDT139XL50-663A-A127,0
BOWDT139XL50-663A-A62,27
BOWDT139XL50-666C-A60,0
BOWDT139XL50-666C-A61,0
BOWDT139XL51-666CG,0
BOWDT139XL51-666CG-D39,0
BOWDT139XL51-666CJ-D30,0
BOWDT139XL51-666CV-D40,0
BOWDT139XL51-666DG,5
BOWDT162XL45-663A,0
BOWDT162XL45-663C,0
BOWDT178XL46-663C,0
BOWDT178XL46-663CJ,0
BOWDT178XL46-664A,0
BOWDT178XL46-664F,0
BOWDT178XL46-666D,0
BOWDT178XL47-663CK,1
BOWDT191XL47-664A,466
BOWDT191XL47-664F,185
BOWDT191XL47-666C,57
BOWDT191XL47-666D,0
BOWDT191XL48-663A,1
BOWDT191XL48-663C,2
BOWDT204JL47-664A,0
BOWDT204JL47-664F,0
BOWDT207XL49-666C,0
BOWDT240AC-FW0281-W163,94
BOWDT240ACL49-713CJ,1
BOWDT240ACL53-713CJ,68
BOWDT240ACL54-713CR-D56,92
BOWDT293IL50-700B,11
BOWDT293IL50-700C,25
BOWDT303XL50-666C,3
BOWDT303XL50-666D,0
BOWDT303XL52-666CA-D111,0
BOWDT303XL52-666CK-D60,0
BOWDT310AC-FW0002-W79,10
BOWDT310ACL50-663A,9
BOWDT310ACL50-663C,77
BOWDT310ACL50-666C,79
BOWDT310ACL50-666D,6
BOWDT317IL50-663C,0
BOWDT317IL50-663E,147
BOWDT366X-666-CTP,12
BOWDT366XL52-666BK-D55,29
BOWDT366XL52-666BK-D62,4
BOWDT379ACL52-663CK-D58,50
BOWDT379ACL52-663CK-D59,63
BOWDT495ACL52-718BJ-D79,37
BOWDT495ACL52-718CK-D80,42
BOWDT498ACL52-663B,0
BOWDT498ACL52-663D,49
BOWDT545FL52-666DZ-D147,106
BOWDT545FL52-666DZ-D148,1
BOWDT550ZL53-666BV,13
BOWDT550ZL53-666CV,7
BOWDT552AC-FW0003-W228,15
BOWDT552ACL52-666CV,0
BOWDT810XL53-666CJ,0
BOWDT810XL53-666DJ,1
BOWDT821S-FW0005-W02,64
BOWDT821S-FW0005-W04,101
BOWDT821S-FW0006-W01,111
BOWDT821S-FW0006-W02,109
BOWDT821S-FW0006-W03,116
BOWDT821S-FW0006-W32,104
BOWDT967I-666DJ,1
BOWGJ349R-FW0008-C112,16
BOWGS241R-FW0004-C050,203
BOWGS241R-FW0007-C073,81
BOWGS241R-FW0007-C099,400
BOWGS241R-FW0007-C105,117
BOWGS241R-FW0007-C112,443
BOWGS241R-FW0007-C501,145
BOWGS241R-FW0296-C001,120
BOWGS638X-FW0008-C151,68
BOWGS638X-FW0008-C219,62
BOWGS712X-FW0040-C006,59
BOWGS712X-FW0040-C140,61
BOWGT151R-FW0004-C001,95
BOWGT151R-FW0004-C008,84
BOWGT151R-FW0004-C053,13
BOWGT151R-FW0004-C099,111
BOWGT151R-FW0004-C105,91
BOWGT151R-FW0004-C111,81
BOWGT151R-FW0004-C140,72
BOWGT169I-FW0004-C053,20
BOWGT183PQ-FW0014,66
BOWGT183PQ-FW0490,58
BOWGT183Q-FW0009-C001,349
BOWGT183Q-FW0009-C008,95
BOWGT183Q-FW0009-C046,310
BOWGT183Q-FW0009-C053,423
BOWGT183Q-FW0009-C099,261
BOWGT183Q-FW0009-C105,92
BOWGT183Q-FW0009-C111,92
BOWGT183Q-FW0009-C220,209
BOWGT304I-FW0007-C099,12
BOWGT304I-FW0007-C140,17
BOWGT305I-FW0007-C001,13
BOWGT314I-FW0004-C001,185
BOWGT314I-FW0004-C008,20
BOWGT314I-FW0004-C103,65
BOWGT314I-FW0004-C112,125
BOWGT314I-FW0004-C140,177
BOWGT314I-FW0004-C357,75
BOWGT322I-FW0007-C001,18
BOWGT322I-FW0007-C008,12
BOWGT336AD-FW0007-C047,120
BOWGT336AD-FW0007-C111,113
BOWGT348X-FW0004-C140,19
BOWGT931R-FW0529,72
BOWGT931R-FW0530,124
BOWHH178SL47-4842C,1
BOWHH178SL47-4842D,0
BOWHH178SL47-4842E,2
BOWHH178SL47-4842K,0
BOWHH178SL49-4842D-A57,1
BOWHH264V-5000A-A741,124
BOWHH264V-5000A-AA72,0
BOWHH264V-5000A-AA74,30
BOWHH264V-5000C-A741,148
BOWHH264V-5000C-AA73,0
BOWHH264V-FK0002-A1177,51
BOWHH264V-FK0002-C001-A1392,30
BOWHH264V-FK0002-C001-A1412,30
BOWHH264V-FK0003-A1179,64
BOWHH264V-FK0003-A336,64
BOWHH264V-FK0003-C178-A1390,30
BOWHH264V-FK0003-C178-A1413,30
BOWHH264V-FK0003-C178-A1414,40
BOWHH264V-FK0004-A1084,78
BOWHH264V-FK0004-A1178,60
BOWHH264V-FK0013-C001-A1419,30
BOWHH264V-FK0013-C001-A1420,30
BOWHH264V-FK0013-C456-A1418,30
BOWHH264V-FK0049-C038-A1372,55
BOWHH264V-FK0050-C466-A1415,27
BOWHH264VL46-5000A,127
BOWHH264VL46-5000B,26
BOWHH264VL46-5000C,206
BOWHH264VL49-5000A-A43,15
BOWHH264VL49-5000A-A44,18
BOWHH264VL49-5000A-A45,14
BOWHH264VL49-5000A-A52,15
BOWHH264VL49-5000A-A54,10
BOWHH264VL49-5000C-A55,6
BOWHH264VL49-5000D-A56,1
BOWHH264VL49-5000E,133
BOWHH264VL49-5000F,0
BOWHH264VL49-5000G,93
BOWHH264VL49-5000H,106
BOWHH264VL50-5000A-A107,83
BOWHH264VL50-5000A-A98,67
BOWHH264VL51-5000A-A232,87
BOWHH264VL51-5000A-A234,24
BOWHH264VL51-5000A-A237,41
BOWHH264VL51-5000C-A233,50
BOWHH264VL51-5000C-A235,171
BOWHH264VL51-5000C-A236,6
BOWHH264VL51-5000C-A238,35
BOWHH264VL51-5000C-A239,45
BOWHH264VL51-5000C-A240,50
BOWHH264VL51-5000C-A245,6
BOWHH264VL52-5000A-A324,22
BOWHH264VL52-5000A-A326,8
BOWHH264VL52-5000A-A328,127
BOWHH264VL52-5000A-A331,51
BOWHH264VL52-5000A-A356,18
BOWHH264VL52-5000A-A357,21
BOWHH264VL52-5000A-A359,21
BOWHH264VL52-5000A-A360,19
BOWHH264VL52-5000A-A361,127
BOWHH264VL52-5000A-A363,18
BOWHH264VL52-5000C-A325,35
BOWHH264VL52-5000C-A327,136
BOWHH264VL52-5000C-A330,100
BOWHH264VL52-5000C-A358,9
BOWHH264VL52-5000C-A362,133
BOWHH264VL52-5000I,84
BOWHH264VL52-5000J,79
BOWHH264VL52-5000K,110
BOWHH264VL52-5000M,81
BOWHH264VL52-5000N,154
BOWHH264VL53-5000A-A310,10
BOWHH264VL53-5000A-A315,113
BOWHH264VL53-5000A-A316,95
BOWHH264VL53-5000C-A314,23
BOWHH264VL53-5000I-A107,73
BOWHH264VL53-5000J-A129,0
BOWHH264VL53-5000J-A130,79
BOWHH264VL53-5000J-A159,73
BOWHH264VL53-5000J-A235,79
BOWHH264VL53-5000J-A311,71
BOWHH264VL53-5000J-A327,79
BOWHH264VL53-5000M-A137,81
BOWHH264VL53-5000M-A155,11
BOWHH264VL53-5000M-A328,81
BOWHH264VL53-5000M-A330,71
BOWHH264VL53-5000M-A361,81
BOWHH264VL53-5000M-A362,81
BOWHH264VL53-5000N-A309,54
BOWHH264VL53-5000N-A312,24
BOWHH264VL53-5027EJ,129
BOWHH264VL53-5027EK,128
BOWHH264VL53-5027EL,91
BOWHH264YL51-5000A,248
BOWHH264YL51-5000A-A129,0
BOWHH264YL51-5000A-A136,16
BOWHH264YL51-5000A-A139,7
BOWHH264YL51-5000A-A144,46
BOWHH264YL51-5000A-A158,30
BOWHH264YL51-5000A-A159,82
BOWHH264YL51-5000C,154
BOWHH264YL51-5000C-A130,83
BOWHH264YL51-5000C-A140,0
BOWHH264YL51-5000C-A145,18
BOWHH264YL51-5000C-A146,0
BOWHH264YL51-5000C-A147,5
BOWHH264YL51-5000C-A151,1
BOWHH264YL51-5000C-A154,23
BOWHH264YL51-5000C-A155,0
BOWHH264YL51-5000C-A156,7
BOWHH264YL51-5000E-A137,133
BOWHH264YL51-5000F-A128,1
BOWHH303VL47-5027D,10
BOWHH303VL47-5027E,8
BOWHH303VL47-5027F,0
BOWJF446VL51-663CK,9
BOWJF446VL51-663DK,37
BOWJF460XL52-6029A,13
BOWJF460XL52-6029B,21
BOWJF460XL52-6029C,9
BOWKB337KL49-5067A,0
BOWKB337KL49-5067E,0
BOWKB337KL49-5067F,1
BOWKJ127RL43-1243A,0
BOWKJ127RL43-1243B,0
BOWKK968S-5027C,27
BOWKL194KL47-1312A,0
BOWKL194KL47-1312C,0
BOWKP223KFL49-5067C,0
BOWKP223KFL49-5067E,0
BOWKP223KFL49-5067G,0
BOWKP361ACL51-5026AI,3
BOWKP361ACL51-5026F,11
BOWKP474ACL52-6029A,23
BOWKP474ACL52-6029B,6
BOWKP474ACL52-6029C,3
BOWKS161VL46-5000A,115
BOWKS161VL46-5000B,1
BOWKS161VL46-5000C,396
BOWKS161VL49-5000A-A51,0
BOWKS161VL49-5000E,143
BOWKS161VL49-5000F,1
BOWKS161VL49-5000G,0
BOWKS161VL49-5000H,1
BOWKS161VL51-5000C-A167,8
BOWMJ340R-FW0279-W05,14
BOWMK238R-FW0005-W210,22
BOWMK238R-FW0005-W79,2
BOWMK292R-FW0005-W01,74
BOWMK292R-FW0005-W04,87
BOWMK292R-FW0006-W02,74
BOWMK292R-FW0006-W07,86
BOWMS138R-FW0001-W01,4
BOWMS138R-FW0001-W08,11
BOWMS138R-FW0001-W15,20
BOWMS138R-FW0003-W76,0
BOWMS235R-FW0006-W01,103
BOWMS235R-FW0006-W215,96
BOWNBSH02RC24L38-4484,0
BOWNBSH02RC24L38-4489,0
BOWNBSH02RC24L39-4588,0
BOWNPS01RC25L35-4374,0
BOWOL335KL49-5067A,0
BOWOL339KL49-5067D,1
BOWOL339KL49-5067G,0
BOWSF1002X-FK0030,1
BOWSF1002X-FK0031,1
BOWSF1062X-FK0033-C002,0
BOWSF1062X-FK0035-C140,3
BOWSF1062X-FK0035-C140-A1230,72
BOWSF1062X-FK0038-C234,0
BOWSF1062X-FK0038-C234-A1230,72
BOWSF1062X-FK0038-C234-A1232,48
BOWSF1062X-FK0039-C015-A1227,54
BOWSF1062X-FK0039-C015-A1232,48
BOWSF1062X-FK0039-C232,2
BOWSF298VL47-5026A,117
BOWSF298VL47-5026B,147
BOWSF298VL47-5026C,128
BOWSF298VL51-5026A-A153,0
BOWSF298VL51-5026A-A163,0
BOWSF298VL51-5026B-A133,65
BOWSF298VL51-5026B-A164,90
BOWSF298VL51-5026C-A165,50
BOWSF298VL51-5026C-A166,30
BOWSF298VL53-5026B-A470,85
BOWSF298VL53-5026C-A473,95
BOWSF298VL53-5026C-A474,85
BOWSF299VL47-5026D,134
BOWSF299VL47-5026D-A09,0
BOWSF299VL47-5026E,110
BOWSF299VL47-5026F,122
BOWSF299VL51-5026AD,36
BOWSF299VL51-5026AE,127
BOWSF299VL51-5026AF,46
BOWSF299VL51-5026D-A201,61
BOWSF299VL51-5026D-A202,0
BOWSF299VL52-5026AD-A388,4
BOWSF299VL52-5026AD-A390,33
BOWSF299VL52-5026AE-A391,42
BOWSF299VL52-5026AE-A392,72
BOWSF299VL53-5026AF-A455,46
BOWSF299VL53-5026D-A471,88
BOWSF299X-FK0034-C238,1
BOWSF299X-FK0034-C238-A1224,78
BOWSF299X-FK0034-C238-A1225,120
BOWSF299X-FK0034-C238-A1384,78
BOWSF299X-FK0036,1
BOWSF299X-FK0036-C233-A1228,36
BOWSF299X-FK0036-C233-A1229,60
BOWSF299X-FK0036-C233-A1391,24
BOWSF299X-FK0036-C233-A1393,18
BOWSF299X-FK0037-C099,0
BOWSF299X-FK0037-C099-A1224,78
BOWSF299X-FK0037-C099-A1225,120
BOWSF300VL47-5026G,88
BOWSF300VL47-5026H,99
BOWSF300VL47-5026H-A10,0
BOWSF300VL47-5026I,181
BOWSK1026X-5038,44
BOWSK1026X-6039,9
BOWSK1026X-6047,0
BOWSK1026X-6145A,29
BOWSK1026X-FW0123-C128,5
BOWSK1026X-FW0164,3
BOWSK1026X-FW0166-C233,12
BOWSK1026X-FW0221-C280,0
BOWSK1026X-FW0297,4
BOWSK1026X-FW0350,7
BOWSK1090S-FW0273-C106,11
BOWSK1090S-FW0568-C140,10
BOWSK1091S-FW0034-C140,11
BOWSK1091S-FW0350-C176,12
BOWSK205QL48-5041B,38
BOWSK205QL48-5041C,1
BOWSK205QL51-5041J,11
BOWSK205QL52-5041F,5
BOWSK206QL48-5041F,21
BOWSK206QL48-5041H,1
BOWSK206QL51-5041D,2
BOWSK206QL51-5041K,6
BOWSK216RL49-1080CS,1
BOWSK216RL49-1080O,2
BOWSK217QL49-5041C,10
BOWSK217QL49-5041F,11
BOWSK220QL49-5041A,2
BOWSK220QL49-5041D,0
BOWSK220QL52-5041B,0
BOWSK220QL52-5041C,3
BOWSK289RL49-1226CE,18
BOWSK289RL49-1226CP,0
BOWSK289RL49-1226V,0
BOWSK291RL50-1226A,97
BOWSK291RL50-1226CC,16
BOWSK291RL50-1226Q,84
BOWSK291RL51-1226CA,19
BOWSK291RL51-1226CE,1
BOWSK333QL50-1226AM,28
BOWSK333QL50-1226AW,0
BOWSK333QL50-1226BJ,66
BOWSK551XL52-5041F,1
BOWSK589R-FW0007-C001,19
BOWSK589R-FW0007-C053,5
BOWSK896X-FW0166,18
BOWSK896X-FW0262,20
BOWSK896X-FW0297-C332,52
BOWSK896X-FW0544-C102,1
BOWSK896XL54-6145A,40
BOWSK896XL54-6171A,4
BOWSK896XL54-6172A,0
BOWSK896XL54-6172B,0
BOWSK896XL54-6363A,1
BOWTF231SC12L42-3266,0
BOWTF231SC12L42-4511,0
BOWTF727SL53-6412,24
BOWTL1014R-FW0139-C128,14
BOWTL1014R-FW0288,0
BOWTL1014R-FW0297-C371,1
BOWTL1014R-FW0390,12
BOWTL1014R-FW0392,9
BOWTL1015R-FW0216,17
BOWTL1015R-FW0300,36
BOWTL1015R-FW0350-C203,4
BOWTL1015R-FW0357-C176,8
BOWTL1015R-FW0388,36
BOWTL1015R-FW0628-C015,0
BOWTL1016R-FW0389,11
BOWTL1016R-FW0391,8
BOWTL1086R-FW0298-C002,28
BOWTL1086R-FW0388,18
BOWTL1086R-FW0599,20
BOWTL1087R-FW0221-C120,15
BOWTL1087R-FW0262,19
BOWTL1087R-FW0342,78
BOWTL1088R-FW0152-C220,17
BOWTL1088R-FW0298,17
BOWTL1088R-FW0402,74
BOWTL1089R-FW0300,19
BOWTL1089R-FW0349,18
BOWTL1094S-FK0015-C015,73
BOWTL1094S-FW0629-C001,10
BOWTL1095S-FW0297-C224,18
BOWTL346RL49-1226C,11
BOWTL346RL49-1226CH,39
BOWTL568YL52-1180,48
BOWTL568YL52-1226W,49
BOWTL720SL53-6402A,39
BOWTL720SL53-6402C,49
BOWTL720SL53-6410A,86
BOWTL721SL53-6406A,10
BOWTL721SL53-6406B,0
BOWTL722SL53-6411,72
BOWTL722SL53-6456B,66
BOWTL723SL53-6402A,90
BOWTL723SL53-6402C,85
BOWTL723SL53-6402D,90
BOWTL724SL53-6403,80
BOWTL724SL53-6404,87
BOWTL724SL53-6407,22
BOWTL724SL53-6408,86
BOWTL724SL53-6500,49
BOWTL725SL53-6409A,54
BOWTL725SL53-6409B,3
BOWTL982S-6604,9
BOWTL982S-6608,63
BOWTL982S-6610,4
BOWTL982S-FW0062-C249,35
BOWTL982S-FW0073-C120,3
BOWTL982S-FW0114-C214,19
BOWTL982S-FW0139-C197,18
BOWTL982S-FW0152-C178,19
BOWTL982S-FW0166-C203,19
BOWTL982S-FW0216,20
BOWTL982S-FW0283-C280,73
BOWTL982S-FW0359,16
BOWTL983R-FW0285,9
BOWTL983R-FW0286,7
BOWTL983R-FW0287,8
BOWTL983R-FW0288,1
BOWTL983R-FW0289,5
BOWTL983R-FW0630-C002,11
BOWWC929S-FW0003-W01,61
BOWWC929S-FW0003-W03,38
BTWDT138I-FW0003-W76,1
DCKCH20SC17L37-3462,0
DCKCH20SC18L37-3249A,0
DCKCH20SC18L37-3249B,0
DCMCF04SC10L03-301,0
DCMCF100SC19L40-4733A,0
DCMCF100SC19L40-4733B,0
DCMCF100SC19L40-4734A,0
DCMCF100SC19L40-4734B,0
DCMCF100SC19L40-4734C,0
DCMCF104SC24L38-4448C,0
DCMCF105SC15L38-3266,0
DCMCF105SC18L38-3544,0
DCMCF105SC19L38-3541,0
DCMCF11RC10L03-294A,0
DCMCF11SC14L38-3014F,0
DCMCF11SC14L38-3187,0
DCMCF152SC19L39-4678,0
DCMCF152SC19L39-4680,0
DCMCF155SC19L40-4681A,0
DCMCF155SC19L40-4681B,0
DCMCF155SC19L40-4681C,0
DCMCF155SC19L40-4726,0
DCMCF155SC19L40-4728,0
DCMCF155SC19L40-4729,0
DCMCF155SC19L40-4736A,0
DCMCF155SC19L40-4738A,0
DCMCF155SC19L40-4738B,0
DCMCF155SC19L40-4741,0
DCMCF155SC19L40-4756,0
DCMCF155SC23L40-4757,0
DCMCF20SC18L37-3462,0
DCMCF20SC19L31-3249A,0
DCMCF20SC19L31-3249B,0
DCMCF25RC23L39-3544,0
DCMCF65SC24L31-3014M,0
DCMCF70RC19L32-4448B,0
DCMCF70RC19L40-4448E,0
DCMCF70RC19L40-4448G,0
DCMCF70RC19L40-4448K,0
DCMCF70RC19L40-4448O,0
DCMCF70RC19L40-4448Q,0
DCMCF70RC19L40-4448S,0
DCMCF70RC19L40-4448T,0
DCMCF70RC19L40-4448U,0
DCMCF88SC15L36-3908-N9,0
DCMCF99SC22L38-4448C,0
DCMCF99SC22L40-4448I,0
DCMCF99SC22L40-4448M,0
DCMCF99SC22L40-4448O,0
DCMCF99SC22L40-4448P,0
DCMCF99SC22L40-4448Q,0
DCMCH02RC19L39-4485,0
DCMCH105SC14L38-3186,0
DCMCH105SC14L38-3266,0
DCMCH105SC15L38-3264,0
DCMCH20SC19L40-4736A,0
DCMCH20SC19L40-4736B,0
DCMCH25SC19L40-4684A,0
DCMCH25SC19L40-4684C,0
DCMCH31RC22L39-3866,0
DCMCH32RC19L39-4671A,0
DCMCT26SC27L40-1080P,0
DCMCT26SC27L40-1080W,0
DCMCT55SC19L37-1011E,0
DCMDT01RC12L03-33D,0
DCMDT01RC12L03-33F,0
DCMDT03RC12L03-31C,0
DCMDT03RC12L03-33B,0
DCMDT03SC24L33-598C,0
DCMDT17SC19L39-649E,0
DCMFF01RC15L40-4572A,0
DCMFF01SC15L40-3045N,0
DCMFF05SC09L04-38,0
DCMFF06SC09L03-803,0
DCMFF06SC09L03-805,0
DCMFH02RC17KA2-3012M,0
DCMFH02RC17KA2-739E,0
DCMFH05SC14L40-3010H,0
DCMLP02RC15L39-4677,0
DCMNPSF03RC28L38-3603A,0
DCMNPSF03RC28L39-4658,0
DCMNPSF03RC31L38-3189,0
DCMNPSF03RC33L39-4515,0
DCMNPSF03RC33L40-3264,0
DCMTP02SC11L38-4508G,0
DCWCF01SC16L38-4111,0
DCWCF01SC16L38-4149B,0
DCWCF01SC16L38-4154,0
DCWCF01SC17L39-4485,0
DCWCF02SC16L38-3783B,0
DCWCF02SC16L38-3815,0
DCWCF02SC16L38-4419,0
DCWCF02SC16L39-3051A,0
DCWCF02SC16L39-3264,0
DCWCF02SC16L39-3544,0
DCWCF02SC16L39-3656B,0
DCWCF03SC15L38-4011A,0
DCWCF03SC15L38-4404,0
DCWCF03SC16L39-4511,0
DCWDT04BC19L39-642A,0
DCWDT05OC19L39-642B,0
DCWNPSF01RC31L39-4529,0
DCWNPSF01RC31L39-4578,0
Don't Use - Ignore,3
Don't Use Ignore,712
DVD01D2L01-1g,0
DVD01D2L01-1i,0
DVD01D2L01-1q,0
DVD01D3L02-9c,0
DVD01D3L02-9i,0
DVD03D2L03-1t,0
DVD03D2L03-1v,0
DVF01F1L01-404,0
DVF01F1L02-551,0
DVF01F2L01-235,0
DVF01F2L01-27,0
DVF01F2L02-526E,0
DVF05F2L01-38,0
DVF05F2L02-637,0
DVF05F2PR1-643C,0
DVF05F2PR1-644C,0
DVF06F2L01-8,0
DVS01S2L02-67,0
DVS02S2L02-25,0
ICMSF12SC19L31-3521,0
IKMFF01SC54L03-803,0
IKMFH01RC05L03-804,1
Inactive,2
IOBCF164SL45-3010C,0
IOBCJ107SL44-1113G,0
IOBCJ81SL44-1011,0
IOBCJ81SL44-1113C,0
IOBCJ94RL43-1011,0
IOBDJ94RL43-503B,0
IOBDJ94RL43-503-CTP,0
IOBDJ94RL43-508A,0
IOBDJ94RL43-508B,0
IOBDJ94RL43-508-CTP,0
IOKCS108SC13L42-1071A,0
IOKCS108SC13L42-1071F,0
IOKCS108SC13L42-1071I,0
IOKCT26SC21L42-1080A,1
IOKCT26SC21L42-1080AJ,1
IOKCT26SC21L42-1080AN,1
IOKCT26SC21L42-1080W,47
IOMBS02SC04L37-4458,0
IOMBTCPO2L45-06,206
IOMCC73SC21L33-3585A,0
IOMCF08RC21L38-3244,0
IOMCF08SC13L25-2126,0
IOMCF08SC13L25-2142,0
IOMCF08SC13L31-3244,0
IOMCF104SC24L38-4448A,0
IOMCF129SC17L38-3602I,0
IOMCF13SC13L23-1991,0
IOMCF155R-FW0065-C273,1
IOMCF155R-FW0070-C077,112
IOMCF155R-FW0079-C117,218
IOMCF155R-FW0101,93
IOMCF155R-FW0101-C288,80
IOMCF155R-FW0102,51
IOMCF155R-FW0102-C316,81
IOMCF155R-FW0107-C178,63
IOMCF155R-FW0110-C120,83
IOMCF155R-FW0130-C271,52
IOMCF155R-FW0148,101
IOMCF155R-FW0159-C273,98
IOMCF155R-FW0160-C274,77
IOMCF155R-FW0161-C261,97
IOMCF155R-FW0164,90
IOMCF155R-FW0164-C282,66
IOMCF155R-FW0169-C283,71
IOMCF155R-FW0170-C284,62
IOMCF155R-FW0171,67
IOMCF155R-FW0181,82
IOMCF155R-FW0181-C318,80
IOMCF155R-FW0543-C203,67
IOMCF155RL47-5018,0
IOMCF155RL48-5037,0
IOMCF155RL50-6060,0
IOMCF155RL50-6061,0
IOMCF155RL51-6069,15
IOMCF155RL51-6070,12
IOMCF155RL51-6075,2
IOMCF155RL51-6086,0
IOMCF155RL51-6087,8
IOMCF155RL51-6088,0
IOMCF155RL51-6104,39
IOMCF155RL53-6324,2
IOMCF155RL53-6325,2
IOMCF155RL53-6328A,13
IOMCF155RL53-6328B,51
IOMCF155RL53-6338A,6
IOMCF155RL53-6338B,8
IOMCF155S-FW0087,168
IOMCF155S-FW0100,153
IOMCF155SL53-6313,44
IOMCF155SL53-6314,45
IOMCF155SL53-6322,50
IOMCF155SL53-6332A,21
IOMCF155SL53-6332B,26
IOMCF155SL53-6336A,24
IOMCF155SL53-6336B,48
IOMCF155XL51-6046,17
IOMCF155XL51-6048,7
IOMCF155XL52-6089,8
IOMCF155XL52-6114A,1
IOMCF155XL52-6114B,21
IOMCF155XL52-6115A,5
IOMCF155XL52-6115B,4
IOMCF15RC18L39-3014T,0
IOMCF15SC13L23-2076,0
IOMCF15SC13L23-2078,0
IOMCF15SC13L25-2127B,0
IOMCF15SC13L31-3014K,0
IOMCF15SC13L32-3014T,0
IOMCF162SL43-2163BB,0
IOMCF164PL48-4945C,1
IOMCF164PL48-4945N,0
IOMCF164SC15L42-3602A,0
IOMCF164SC15L42-3602E,0
IOMCF164SL45-3602F,0
IOMCF164SL45-3602H,0
IOMCF164SL45-4571G,0
IOMCF164SL45-4571H,0
IOMCF16SC13L31-3033,0
IOMCF16SC13L31-3055,0
IOMCF18SC13L31-3461,0
IOMCF191R-FW0019,42
IOMCF191R-FW0052,72
IOMCF191R-FW0054-C214,154
IOMCF191R-FW0056-C186,98
IOMCF191R-FW0057,123
IOMCF191R-FW0058,74
