Row Labels,Sum of Total Available Quantity,new style code
IOWCJ64RL45-1080P,0,IOWCJ64RL45-1080P
IOWCJ93RL43-4448AN,0,IOWCJ93RL43-4448AN
IOWCL433RL50-1226AS,65,IOWCL433RL50-1226AS
IOWCL433RL50-1226N,2,IOWCL433RL50-1226N
IOWCL433RL50-1226S,2,IOWCL433RL50-1226S
IOWCOH597YL52-1080CT,64,IOWCOH597YL52-1080CT
IOWCOH598YL52-1226DF,59,IOWCOH598YL52-1226DF
IOWCOH598YL54-1226CJ,56,IOWCOH598YL54-1226CJ
IOWCOL20RL50-1226AS,3,IOWCOL20RL50-1226AS
IOWCOL20RL50-1226N,2,IOWCOL20RL50-1226N
IOWCOL20RL50-1226S,2,IOWCOL20RL50-1226S
IOWCOL596RL52-1224DJ,1,IOWCOL596RL52-1224DJ
IOWCOL596RL52-1224S,2,IOWCOL596RL52-1224S
IOWCS542XL52-6144B,8,IOWCS542XL52-6144B
IOWCS542XL52-6144D,32,IOWCS542XL52-6144D
IOWCS580RL52-1224CC,20,IOWCS580RL52-1224CC
IOWCS580RL52-1224P,17,IOWCS580RL52-1224P
IOWCS581R-1315-CTP,237,IOWCS581R-1315-CTP
IOWCS581R-FW0004-C006,1,IOWCS581R-FW0004-C006
IOWCS581R-FW0004-C053,3,IOWCS581R-FW0004-C053
IOWCS586RL52-6144C,36,IOWCS586RL52-6144C
IOWCS586RL52-6144D,52,IOWCS586RL52-6144D
IOWCS586RL52-6144E,53,IOWCS586RL52-6144E
IOWCT04BC23L42-1011,0,IOWCT04BC23L42-1011
IOWCT04BC26L42-1080AD,0,IOWCT04BC26L42-1080AD
IOWCT04BC26L42-1080W,0,IOWCT04BC26L42-1080W
IOWCT126RL45-1080W,0,IOWCT126RL45-1080W
IOWCT151RL45-1080U,0,IOWCT151RL45-1080U
IOWCT151RL49-1315AV,56,IOWCT151RL49-1315AV
IOWCT151RL49-1315BJ,85,IOWCT151RL49-1315BJ
IOWCT151RL50-1315EA,0,IOWCT151RL50-1315EA
IOWCT169IL50-1315BJ,130,IOWCT169IL50-1315BJ
IOWCT169IL50-1315CC,93,IOWCT169IL50-1315CC
IOWCT169IL50-1315W,22,IOWCT169IL50-1315W
IOWCT26SC24L42-1080A,94,IOWCT26SC24L42-1080A
IOWCT26SC24L42-1080AJ,16,IOWCT26SC24L42-1080AJ
IOWCT26SC24L42-1080S,0,IOWCT26SC24L42-1080S
IOWCT304IL50-1080A,56,IOWCT304IL50-1080A
IOWCT304IL50-1080CA,1,IOWCT304IL50-1080CA
IOWCT304IL50-1080P,62,IOWCT304IL50-1080P
IOWCT304IL50-1080W,7,IOWCT304IL50-1080W
IOWCT304IL51-1080CE,7,IOWCT304IL51-1080CE
IOWCT304IL51-1080DL,0,IOWCT304IL51-1080DL
IOWCT305IL50-1080A,28,IOWCT305IL50-1080A
IOWCT305IL50-1080CA,12,IOWCT305IL50-1080CA
IOWCT305IL50-1080P,66,IOWCT305IL50-1080P
IOWCT305IL50-1080W,46,IOWCT305IL50-1080W
IOWCT305IL51-1080BJ,0,IOWCT305IL51-1080BJ
IOWCT305IL51-1080CC,0,IOWCT305IL51-1080CC
IOWCT314IL51-1080AP,17,IOWCT314IL51-1080AP
IOWCT314IL51-1080CE,2,IOWCT314IL51-1080CE
IOWCT314IL54-1315A,0,IOWCT314IL54-1315A
IOWCT314IL54-1315W,0,IOWCT314IL54-1315W
IOWCT319RL50-1180,0,IOWCT319RL50-1180
IOWCT319RL50-1226W,4,IOWCT319RL50-1226W
IOWCT320RL50-1080AV,96,IOWCT320RL50-1080AV
IOWCT322IL50-1080AV,115,IOWCT322IL50-1080AV
IOWCT322IL50-1080W,61,IOWCT322IL50-1080W
IOWCT322IL54-1080A,4,IOWCT322IL54-1080A
IOWCT322IL54-1080CA,6,IOWCT322IL54-1080CA
IOWCT323RL50-1080AW_INVALID,0,IOWCT323RL50-1080AW_INVALID
IOWCT323RL50-1180,1,IOWCT323RL50-1180
IOWCT337FL50-1226AM,3,IOWCT337FL50-1226AM
IOWCT337FL50-1226DX,11,IOWCT337FL50-1226DX
IOWCT337FL50-1226DY,36,IOWCT337FL50-1226DY
IOWCT360IL51-1080AV,7,IOWCT360IL51-1080AV
IOWCT360IL51-1080P,12,IOWCT360IL51-1080P
IOWCT371IL51-1080AV,0,IOWCT371IL51-1080AV
IOWCT371IL51-1080AW,1,IOWCT371IL51-1080AW
IOWCT386XL52-1080A,28,IOWCT386XL52-1080A
IOWCT483RL52-1080AP,37,IOWCT483RL52-1080AP
IOWCT483RL52-1080BJ,59,IOWCT483RL52-1080BJ
IOWCT597XL54-1080A,55,IOWCT597XL54-1080A
IOWCT65SL45-1080BC,0,IOWCT65SL45-1080BC
IOWCT65SL45-1080BJ,0,IOWCT65SL45-1080BJ
IOWCT65SL47-1080P,0,IOWCT65SL47-1080P
IOWCT78SL45-1080AL,1,IOWCT78SL45-1080AL
IOWCT78SL45-1080M,88,IOWCT78SL45-1080M
IOWCT78SL45-1080V,97,IOWCT78SL45-1080V
IOWCT78SL46-1080AV,118,IOWCT78SL46-1080AV
IOWCT78SL46-1080BS,0,IOWCT78SL46-1080BS
IOWCT78SL46-1080BZ,0,IOWCT78SL46-1080BZ
IOWCT78SL47-1080AW,71,IOWCT78SL47-1080AW
IOWCT78SL47-1080N,98,IOWCT78SL47-1080N
IOWCT78SL49-1315CC,199,IOWCT78SL49-1315CC
IOWCT78SL49-1315CU,1,IOWCT78SL49-1315CU
IOWCT79RC17L42-3022F,0,IOWCT79RC17L42-3022F
IOWCT79RC17L42-3022G,0,IOWCT79RC17L42-3022G
IOWCT79RC17L42-3022I,0,IOWCT79RC17L42-3022I
IOWCT79RL45-3022N,0,IOWCT79RL45-3022N
IOWCT79RL45-4571G,0,IOWCT79RL45-4571G
IOWCT98RC17L42-1012AE,0,IOWCT98RC17L42-1012AE
IOWCT98RC17L42-1012AF,6,IOWCT98RC17L42-1012AF
IOWDJ02RC19L42-508B,0,IOWDJ02RC19L42-508B
IOWDJ335RL50-700D,1,IOWDJ335RL50-700D
IOWDJ338RL50-700-CTP,0,IOWDJ338RL50-700-CTP
IOWDJ338RL50-700D,68,IOWDJ338RL50-700D
IOWDJ340RL50-700C,2,IOWDJ340RL50-700C
IOWDJ340RL50-700D,10,IOWDJ340RL50-700D
IOWDJ77RC23L42-503A,0,IOWDJ77RC23L42-503A
IOWDT02RC23L42-508-CTP,0,IOWDT02RC23L42-508-CTP
IOWDT06LC24L41-508AB,0,IOWDT06LC24L41-508AB
IOWDT07MC20L38-642A,0,IOWDT07MC20L38-642A
IOWDT08FC20L42-503A,0,IOWDT08FC20L42-503A
IOWDT08FC20L42-503B,0,IOWDT08FC20L42-503B
IOWDT100LL45-503B,0,IOWDT100LL45-503B
IOWDT120CC23L42-503A,0,IOWDT120CC23L42-503A
IOWDT120CC23L42-503B,0,IOWDT120CC23L42-503B
IOWDT120CC23L42-508B,0,IOWDT120CC23L42-508B
IOWDT121FL45-503C,0,IOWDT121FL45-503C
IOWDT121FL45-503D,0,IOWDT121FL45-503D
IOWDT76EC23L42-503A,0,IOWDT76EC23L42-503A
IOWDT76EC23L42-503-CTP,1,IOWDT76EC23L42-503-CTP
IOWDT76EC23L42-508A,0,IOWDT76EC23L42-508A
IOWDT89BL45-508A,0,IOWDT89BL45-508A
IOWGT151R-FW0004-C099,790,IOWGT151R-FW0004-C099
IOWGT151R-FW0004-C105,1152,IOWGT151R-FW0004-C105
IOWGT151R-FW0007-C001,131,IOWGT151R-FW0007-C001
IOWGT151R-FW0007-C140,644,IOWGT151R-FW0007-C140
IOWGT151R-FW0496-C111,1167,IOWGT151R-FW0496-C111
IOWGT314I-FW0004-C008,1066,IOWGT314I-FW0004-C008
IOWGT314I-FW0004-C105,86,IOWGT314I-FW0004-C105
IOWGT314I-FW0004-C111,80,IOWGT314I-FW0004-C111
IOWGT314I-FW0004-C112,2031,IOWGT314I-FW0004-C112
IOWGT320PR-FW0004-C111,96,IOWGT320PR-FW0004-C111
IOWGT320PR-FW0004-C140,97,IOWGT320PR-FW0004-C140
IOWGT320R-FW0299-C111,238,IOWGT320R-FW0299-C111
IOWGT348X-FW0004-C053,13,IOWGT348X-FW0004-C053
IOWGT348X-FW0004-C111,14,IOWGT348X-FW0004-C111
IOWGT386X-FW0007-C099,3,IOWGT386X-FW0007-C099
IOWGT78S-FW0007-C001,188,IOWGT78S-FW0007-C001
IOWGT78S-FW0017-C424,11,IOWGT78S-FW0017-C424
IOWHH178R-FK0015-C001,152,IOWHH178R-FK0015-C001
IOWHH178RL51-5027AA,54,IOWHH178RL51-5027AA
IOWHH178RL51-5027C-A192,16,IOWHH178RL51-5027C-A192
IOWHH178RL51-5027C-A193,36,IOWHH178RL51-5027C-A193
IOWHH178RL51-5027C-A195,120,IOWHH178RL51-5027C-A195
IOWHH178RL51-5027C-A197,120,IOWHH178RL51-5027C-A197
IOWHH178RL51-5027C-A199,0,IOWHH178RL51-5027C-A199
IOWHH178RL51-5027C-A224,46,IOWHH178RL51-5027C-A224
IOWHH178RL51-5027C-A225,2,IOWHH178RL51-5027C-A225
IOWHH178RL51-5027C-A276,11,IOWHH178RL51-5027C-A276
IOWHH178RL51-5027C-A278,31,IOWHH178RL51-5027C-A278
IOWHH178RL51-5027C-A280,46,IOWHH178RL51-5027C-A280
IOWHH178RL51-5027C-A283,91,IOWHH178RL51-5027C-A283
IOWHH178RL51-5027C-A285,36,IOWHH178RL51-5027C-A285
IOWHH178RL51-5027C-A288,128,IOWHH178RL51-5027C-A288
IOWHH178RL51-5027C-A291,26,IOWHH178RL51-5027C-A291
IOWHH178RL51-5027C-A292,112,IOWHH178RL51-5027C-A292
IOWHH178RL51-5027W,58,IOWHH178RL51-5027W
IOWHH178RL51-5027W-A191,0,IOWHH178RL51-5027W-A191
IOWHH178RL51-5027W-A194,58,IOWHH178RL51-5027W-A194
IOWHH178RL51-5027W-A196,0,IOWHH178RL51-5027W-A196
IOWHH178RL51-5027W-A198,58,IOWHH178RL51-5027W-A198
IOWHH178RL51-5027W-A200,58,IOWHH178RL51-5027W-A200
IOWHH178RL51-5027W-A216,0,IOWHH178RL51-5027W-A216
IOWHH178RL51-5027W-A219,58,IOWHH178RL51-5027W-A219
IOWHH178RL51-5027W-A220,0,IOWHH178RL51-5027W-A220
IOWHH178RL51-5027W-A222,58,IOWHH178RL51-5027W-A222
IOWHH178RL51-5027W-A223,58,IOWHH178RL51-5027W-A223
IOWHH178RL51-5027W-A277,0,IOWHH178RL51-5027W-A277
IOWHH178RL51-5027W-A279,58,IOWHH178RL51-5027W-A279
IOWHH178RL51-5027W-A282,58,IOWHH178RL51-5027W-A282
IOWHH178RL51-5027W-A286,58,IOWHH178RL51-5027W-A286
IOWHH178RL51-5027W-A287,58,IOWHH178RL51-5027W-A287
IOWHH178RL51-5027W-A289,58,IOWHH178RL51-5027W-A289
IOWHH178RL51-5027W-A290,58,IOWHH178RL51-5027W-A290
IOWHH178RL51-5027X,84,IOWHH178RL51-5027X
IOWHH178RL51-5027Y,6,IOWHH178RL51-5027Y
IOWHH178RL52-5027AB,183,IOWHH178RL52-5027AB
IOWHH178RL52-5027AC,55,IOWHH178RL52-5027AC
IOWHH178RL53-5027AA-A194,40,IOWHH178RL53-5027AA-A194
IOWHH178RL53-5027AA-A224,35,IOWHH178RL53-5027AA-A224
IOWHH178RL53-5027AA-A429,54,IOWHH178RL53-5027AA-A429
IOWHH178RL53-5027C-A367,94,IOWHH178RL53-5027C-A367
IOWHH178RL53-5027C-A368,108,IOWHH178RL53-5027C-A368
IOWHH178RL53-5027C-A394,102,IOWHH178RL53-5027C-A394
IOWHH178RL53-5027C-A417,142,IOWHH178RL53-5027C-A417
IOWHH178RL53-5027C-A434,11,IOWHH178RL53-5027C-A434
IOWHH178RL53-5027W-A396,58,IOWHH178RL53-5027W-A396
IOWHH178RL53-5027W-A400,58,IOWHH178RL53-5027W-A400
IOWHH178RL53-5027W-A422,58,IOWHH178RL53-5027W-A422
IOWHH178RL53-5027W-A424,58,IOWHH178RL53-5027W-A424
IOWHH178RL53-5027W-A427,58,IOWHH178RL53-5027W-A427
IOWHH178RL53-5027W-A428,58,IOWHH178RL53-5027W-A428
IOWHH178RL53-5027W-A430,58,IOWHH178RL53-5027W-A430
IOWHH178RL53-5027W-A432,58,IOWHH178RL53-5027W-A432
IOWHH178RL53-5027X-A191,0,IOWHH178RL53-5027X-A191
IOWHH178RL53-5027X-A195,66,IOWHH178RL53-5027X-A195
IOWHH178RL53-5027X-A198,66,IOWHH178RL53-5027X-A198
IOWHH178RL53-5027X-A219,66,IOWHH178RL53-5027X-A219
IOWHH178RL53-5027X-A282,66,IOWHH178RL53-5027X-A282
IOWHH178RL53-5027X-A364,77,IOWHH178RL53-5027X-A364
IOWHH178RL53-5027X-A366,82,IOWHH178RL53-5027X-A366
IOWHH178RL53-5027X-A371,79,IOWHH178RL53-5027X-A371
IOWHH178RL53-5027X-A397,27,IOWHH178RL53-5027X-A397
IOWHH178RL53-5027X-A425,75,IOWHH178RL53-5027X-A425
IOWHH178RL53-5027X-A431,84,IOWHH178RL53-5027X-A431
IOWHH178RL53-5027Y-A192,2,IOWHH178RL53-5027Y-A192
IOWHH178RL53-5027Y-A193,2,IOWHH178RL53-5027Y-A193
IOWHH178RL53-5027Y-A199,0,IOWHH178RL53-5027Y-A199
IOWHH178RL53-5027Y-A365,6,IOWHH178RL53-5027Y-A365
IOWHH178RL53-5027Y-A369,6,IOWHH178RL53-5027Y-A369
IOWHH178RL53-5027Y-A433,6,IOWHH178RL53-5027Y-A433
IOWHH178RL53-5027Y-A522,6,IOWHH178RL53-5027Y-A522
IOWHH178RL53-5027Y-A524,6,IOWHH178RL53-5027Y-A524
IOWHL379KL52-5027AA,91,IOWHL379KL52-5027AA
IOWHL379KL52-5027AB,43,IOWHL379KL52-5027AB
IOWHL379KL52-5027AC,105,IOWHL379KL52-5027AC
IOWHL379KL52-5027C,92,IOWHL379KL52-5027C
IOWHL379KL52-5027W,95,IOWHL379KL52-5027W
IOWHL379KL52-5027X,97,IOWHL379KL52-5027X
IOWHL379KL52-5027Y,119,IOWHL379KL52-5027Y
IOWJF450XL51-666CK,20,IOWJF450XL51-666CK
IOWJF450XL52-666C,46,IOWJF450XL52-666C
IOWJF451XL51-663CJ,1,IOWJF451XL51-663CJ
IOWNPSH04RC25L38-4295,0,IOWNPSH04RC25L38-4295
IOWSK579S-FW0376,9,IOWSK579S-FW0376
IOWSK579S-FW0377,83,IOWSK579S-FW0377
IOWSK588RL52-1080CE,19,IOWSK588RL52-1080CE
IOWSK588RL52-1080DF,17,IOWSK588RL52-1080DF
IOWSK589R-FW0007-C001,24,IOWSK589R-FW0007-C001
IOWSK589R-FW0007-C053,261,IOWSK589R-FW0007-C053
IOWTH591XL52-1226CV,169,IOWTH591XL52-1226CV
IOWTH591XL52-1226E,165,IOWTH591XL52-1226E
IVOLL22MCF04-1946,0,IVOLL22MCF04-1946
IVOLL22MDB02-114A,0,IVOLL22MDB02-114A
IVOLL22MDB02-114B,1,IVOLL22MDB02-114B
KOMCF204R-1226AX,1,KOMCF204R-1226AX
KOMCH306R-6178,22,KOMCH306R-6178
KOMCH306R-6193,26,KOMCH306R-6193
KOMCH306R-6196,26,KOMCH306R-6196
KOMCH306R-6375,26,KOMCH306R-6375
KOMCT182X-1315A,7,KOMCT182X-1315A
KOMCT78S-1315A,9,KOMCT78S-1315A
KOMDH344Y-700CG-D53,1,KOMDH344Y-700CG-D53
KOMDH344Y-700CK-D60,1,KOMDH344Y-700CK-D60
KOMEF1044R-FK0081-C466,1,KOMEF1044R-FK0081-C466
KOMGT182X-1315AV,6,KOMGT182X-1315AV
KOMGT676Z-FW0004-C057,15,KOMGT676Z-FW0004-C057
KOMGT676Z-FW0004-C105,20,KOMGT676Z-FW0004-C105
KOMGT676Z-FW0004-C111,19,KOMGT676Z-FW0004-C111
KOMGT676Z-FW0004-C140,20,KOMGT676Z-FW0004-C140
KOMGT795X-FW0004-C111,18,KOMGT795X-FW0004-C111
KOMHH890R-FK0128-C232,20,KOMHH890R-FK0128-C232
KOMHH890R-FK0129-C358,21,KOMHH890R-FK0129-C358
KOMHH890R-FK0130-C001,20,KOMHH890R-FK0130-C001
KOMHH890R-FK0131-C189,20,KOMHH890R-FK0131-C189
KOMSF1005X-FK0037-C099,1,KOMSF1005X-FK0037-C099
KOWCF567R-FW0009-C001,16,KOWCF567R-FW0009-C001
KOWCF567R-FW0009-C178,18,KOWCF567R-FW0009-C178
KOWCS581R-FW0004-C006,21,KOWCS581R-FW0004-C006
KOWCS581R-FW0004-C053,21,KOWCS581R-FW0004-C053
KOWCT182I-1315CA,10,KOWCT182I-1315CA
KOWCT381AC-FW0008-C001,1,KOWCT381AC-FW0008-C001
KOWCT381AC-FW0008-C112,8,KOWCT381AC-FW0008-C112
KOWCT65S-1315BC,19,KOWCT65S-1315BC
KOWDH432R-700D,31,KOWDH432R-700D
KOWGT348X-FW0004-C053,21,KOWGT348X-FW0004-C053
KOWTF727S-6412,30,KOWTF727S-6412
KOWTL720S-6402A,31,KOWTL720S-6402A
KOWTL721S-6406B,22,KOWTL721S-6406B
KOWTL722S-6456B,30,KOWTL722S-6456B
KOWTL725S-6409B,10,KOWTL725S-6409B
MCF1083R-FW0008-C099-WBP,92,MCF1083R-FW0008-C099-WBP
MCF1083R-FW0008-C494-WBP,99,MCF1083R-FW0008-C494-WBP
MCS861R-FW0004-C001-WBP,116,MCS861R-FW0004-C001-WBP
MCT625R-FW0027-WBP,90,MCT625R-FW0027-WBP
MCT625R-FW0033-WBP,93,MCT625R-FW0033-WBP
MDF994X-FW0003-W101-WBP,75,MDF994X-FW0003-W101-WBP
MDF994X-FW0003-W112-WBP,65,MDF994X-FW0003-W112-WBP
MJF924X-FW0004-C449-WBP,24,MJF924X-FW0004-C449-WBP
MJF924X-FW0004-C450-WBP,24,MJF924X-FW0004-C450-WBP
MSF1005X-FK0032-WBP,155,MSF1005X-FK0032-WBP
MSF1005X-FK0035-WBP,142,MSF1005X-FK0035-WBP
MSF1005X-FK0036-WBP,134,MSF1005X-FK0036-WBP
MSF1005X-FK0037-WBP,175,MSF1005X-FK0037-WBP
MSF953X-FK0032-WBP,141,MSF953X-FK0032-WBP
MSF953X-FK0033-WBP,180,MSF953X-FK0033-WBP
MSF953X-FK0034-WBP,138,MSF953X-FK0034-WBP
MSF953X-FK0035-WBP,153,MSF953X-FK0035-WBP
MSF953X-FK0036-WBP,122,MSF953X-FK0036-WBP
MSF953X-FK0037-WBP,172,MSF953X-FK0037-WBP
MSF953X-FK0038-WBP,161,MSF953X-FK0038-WBP
MSF953X-FK0039-WBP,238,MSF953X-FK0039-WBP
MSF956X-FK0032-WBP,254,MSF956X-FK0032-WBP
MSF956X-FK0033-WBP,154,MSF956X-FK0033-WBP
MSF956X-FK0034-WBP,134,MSF956X-FK0034-WBP
MSF956X-FK0038-WBP,151,MSF956X-FK0038-WBP
MSF956X-FK0039-WBP,138,MSF956X-FK0039-WBP
ROBCF167RL44-4853,0,ROBCF167RL44-4853
ROBCF204RL43-1226BA,0,ROBCF204RL43-1226BA
ROBCF204RL44-1226-CTP,0,ROBCF204RL44-1226-CTP
ROBDJ66SL44-503D,0,ROBDJ66SL44-503D
ROBDJ66SL44-508A,0,ROBDJ66SL44-508A
ROMCF155R-FW0176-C286,102,ROMCF155R-FW0176-C286
ROMCF155R-FW0177-C241,105,ROMCF155R-FW0177-C241
ROMCF155R-FW0189-C209,63,ROMCF155R-FW0189-C209
ROMCF155RL53-6060,0,ROMCF155RL53-6060
ROMCF155RL53-6061,8,ROMCF155RL53-6061
ROMCF155RL53-6062,6,ROMCF155RL53-6062
ROMCF155RL53-6075,2,ROMCF155RL53-6075
ROMCF155RL53-6087,1,ROMCF155RL53-6087
ROMCF155XL53-6048,0,ROMCF155XL53-6048
ROMCF162SL49-1226A,0,ROMCF162SL49-1226A
ROMCF162SL49-1226L,0,ROMCF162SL49-1226L
ROMCF164R-FW0051,0,ROMCF164R-FW0051
ROMCF164R-FW0203,172,ROMCF164R-FW0203
ROMCF167R-FW0120-C215,895,ROMCF167R-FW0120-C215
ROMCF167R-FW0527-C215,541,ROMCF167R-FW0527-C215
ROMCF168RC17L40-4851,0,ROMCF168RC17L40-4851
ROMCF168RL45-4944J,0,ROMCF168RL45-4944J
ROMCF200RL51-4804,2,ROMCF200RL51-4804
ROMCF200RL51-4805,0,ROMCF200RL51-4805
ROMCF200RL51-4808,1,ROMCF200RL51-4808
ROMCF200RL51-4809,0,ROMCF200RL51-4809
ROMCF200RL51-4831,0,ROMCF200RL51-4831
ROMCF202SL49-4945CK,14,ROMCF202SL49-4945CK
ROMCF202SL49-4945CL,0,ROMCF202SL49-4945CL
ROMCF204R-FW0008-C026,5,ROMCF204R-FW0008-C026
ROMCF204R-FW0008-C048,8,ROMCF204R-FW0008-C048
ROMCF204R-FW0008-C090,349,ROMCF204R-FW0008-C090
ROMCF204R-FW0008-C097,3,ROMCF204R-FW0008-C097
ROMCF204RL43-1226AQ,6,ROMCF204RL43-1226AQ
ROMCF204RL43-1226AR,0,ROMCF204RL43-1226AR
ROMCF204RL44-1226L,1,ROMCF204RL44-1226L
ROMCF204RL44-1226P,0,ROMCF204RL44-1226P
ROMCF204RL44-1226S,0,ROMCF204RL44-1226S
ROMCF204RL45-1226K,0,ROMCF204RL45-1226K
ROMCF204RL52-1226BR,7,ROMCF204RL52-1226BR
ROMCF204RL52-1226M,3,ROMCF204RL52-1226M
ROMCF205RL44-1226B,0,ROMCF205RL44-1226B
ROMCF213R-FW0528-C120,94,ROMCF213R-FW0528-C120
ROMCF270RL49-1080AX,1,ROMCF270RL49-1080AX
ROMCF277V-FW0009-C006,4,ROMCF277V-FW0009-C006
ROMCF277V-FW0009-C053,3,ROMCF277V-FW0009-C053
ROMCF277VL49-4945AK,1,ROMCF277VL49-4945AK
ROMCF277VL49-4945CE,1,ROMCF277VL49-4945CE
ROMCF277VL50-4945E,3,ROMCF277VL50-4945E
ROMCF277VL50-4945I,1,ROMCF277VL50-4945I
ROMCF277VL52-4945E-A80,0,ROMCF277VL52-4945E-A80
ROMCF277VL52-4945E-A81,0,ROMCF277VL52-4945E-A81
ROMCF277VL52-4945E-A83,0,ROMCF277VL52-4945E-A83
ROMCF277VL52-4945I-A82,0,ROMCF277VL52-4945I-A82
ROMCF277VL52-4945N,5,ROMCF277VL52-4945N
ROMCF277VL52-4945R,4,ROMCF277VL52-4945R
ROMCF279XL50-4945BC,0,ROMCF279XL50-4945BC
ROMCF279XL50-4945E,0,ROMCF279XL50-4945E
ROMCF292XL49-1226CD,0,ROMCF292XL49-1226CD
ROMCF292XL49-1226F,0,ROMCF292XL49-1226F
ROMCF292XL51-1226BM,0,ROMCF292XL51-1226BM
ROMCF292XL51-1226BR,0,ROMCF292XL51-1226BR
ROMCF430XL53-6024,2,ROMCF430XL53-6024
ROMCF437VL53-6065A,0,ROMCF437VL53-6065A
ROMCF437VL53-6065B,0,ROMCF437VL53-6065B
ROMCF438VL53-6064A,1,ROMCF438VL53-6064A
ROMCF438VL53-6064B,2,ROMCF438VL53-6064B
ROMCF438VL53-6081A,1,ROMCF438VL53-6081A
ROMCF438VL53-6081B,2,ROMCF438VL53-6081B
ROMCF455VL51-5044,2,ROMCF455VL51-5044
ROMCF455VL51-5045,0,ROMCF455VL51-5045
ROMCF455XL51-5046,7,ROMCF455XL51-5046
ROMCF728R-FW0009-C001,3,ROMCF728R-FW0009-C001
ROMCF728R-FW0009-C178,5,ROMCF728R-FW0009-C178
ROMCF729R-FW0009-C118,5,ROMCF729R-FW0009-C118
ROMCF729R-FW0009-C140,20,ROMCF729R-FW0009-C140
ROMCF732R-FW0009-C073,8,ROMCF732R-FW0009-C073
ROMCF732R-FW0009-C101,6,ROMCF732R-FW0009-C101
ROMCF733R-FW0009-C032,25,ROMCF733R-FW0009-C032
ROMCF733R-FW0009-C066,25,ROMCF733R-FW0009-C066
ROMCF914R-FW0459,0,ROMCF914R-FW0459
ROMCF914R-FW0580,15,ROMCF914R-FW0580
ROMCH244RL45-4944C,0,ROMCH244RL45-4944C
ROMCH244RL45-4944T,0,ROMCH244RL45-4944T
ROMCH268RL46-4945AX,0,ROMCH268RL46-4945AX
ROMCH268RL46-4945I,1,ROMCH268RL46-4945I
ROMCH268RL46-4945L,23,ROMCH268RL46-4945L
ROMCH271RL46-4945BE,0,ROMCH271RL46-4945BE
ROMCH271RL46-4945C,1,ROMCH271RL46-4945C
ROMCH271RL46-4945E,1,ROMCH271RL46-4945E
ROMCH274RL50-4944AS,0,ROMCH274RL50-4944AS
ROMCH274RL50-4944AT,13,ROMCH274RL50-4944AT
ROMCH306VL53-6008,3,ROMCH306VL53-6008
ROMCH306XL54-6007,1,ROMCH306XL54-6007
ROMCH328X-1226C,2,ROMCH328X-1226C
ROMCH328XL49-1226AW,1,ROMCH328XL49-1226AW
ROMCH328XL49-1226E,0,ROMCH328XL49-1226E
ROMCH388VL49-5014,0,ROMCH388VL49-5014
ROMCJ134RL44-1224W,0,ROMCJ134RL44-1224W
ROMCJ146RL45-4945AL,2,ROMCJ146RL45-4945AL
ROMCJ146RL45-4945AV,0,ROMCJ146RL45-4945AV
ROMCJ146RL45-4945V,0,ROMCJ146RL45-4945V
ROMCJ146RL48-4945A,0,ROMCJ146RL48-4945A
ROMCJ146RL48-4945U,0,ROMCJ146RL48-4945U
ROMCJ157RL45-1080A,0,ROMCJ157RL45-1080A
ROMCJ157RL45-1080-CTP,0,ROMCJ157RL45-1080-CTP
ROMCJ157RL45-1080V,0,ROMCJ157RL45-1080V
ROMCJ157RL47-1080AO,0,ROMCJ157RL47-1080AO
ROMCJ157RL49-1315AV,0,ROMCJ157RL49-1315AV
ROMCJ176RL49-1247V,0,ROMCJ176RL49-1247V
ROMCJ249XL51-1315CE,2,ROMCJ249XL51-1315CE
ROMCJ249XL51-1315U,0,ROMCJ249XL51-1315U
ROMCJ356XL52-1080AW,6,ROMCJ356XL52-1080AW
ROMCJ356XL52-1080W,2,ROMCJ356XL52-1080W
ROMCJ585X-FW0008-C008,4,ROMCJ585X-FW0008-C008
ROMCJ585X-FW0008-C133,4,ROMCJ585X-FW0008-C133
ROMCJ64RL51-1315AL,13,ROMCJ64RL51-1315AL
ROMCJ64RL51-1315M,0,ROMCJ64RL51-1315M
ROMCJ66S-FW0004-C105,2,ROMCJ66S-FW0004-C105
ROMCJ66S-FW0004-C111,5,ROMCJ66S-FW0004-C111
ROMCJ66SL43-1080BF,22,ROMCJ66SL43-1080BF
ROMCJ66SL43-1080M,0,ROMCJ66SL43-1080M
ROMCJ66SL43-1080Q,0,ROMCJ66SL43-1080Q
ROMCJ66SL43-1080U,1,ROMCJ66SL43-1080U
ROMCJ66SL43-1226N,0,ROMCJ66SL43-1226N
ROMCJ66SL43-1226P,0,ROMCJ66SL43-1226P
ROMCJ66SL43-1226S,0,ROMCJ66SL43-1226S
ROMCJ66SL45-1080AW,0,ROMCJ66SL45-1080AW
ROMCJ66SL46-1080BG,0,ROMCJ66SL46-1080BG
ROMCJ66SL46-1080CE,0,ROMCJ66SL46-1080CE
ROMCJ81SL50-1113C,0,ROMCJ81SL50-1113C
ROMCL731R-FW0009-C004,1,ROMCL731R-FW0009-C004
ROMCL731R-FW0009-C053,1,ROMCL731R-FW0009-C053
ROMCS101SL49-1071A,1,ROMCS101SL49-1071A
ROMCS113S-FW0018-C001,340,ROMCS113S-FW0018-C001
ROMCS113S-FW0018-C103,517,ROMCS113S-FW0018-C103
ROMCS113SL43-1012N,0,ROMCS113SL43-1012N
ROMCS113SL43-1012Q,1,ROMCS113SL43-1012Q
